55	12.8
45	7.2
46	7.8
55	12.8
50	10
75	24
82	28
46	8
68	20.0
64	17.8
68	20.0
104	40
118	48
118	48
302	150
200	110
1800	982
2138	1170
2000	1100
2000	1100
104	40
350	180
480	250
360	180
70	21
100	37.8
1000	537
73	23
82	28
104	40
68	20.0
68	20.0
410	210
410	210
113	45
2600	1430
34	1
36	2
12.5	7
-63	-52
302	150
77	25
212	100
390	200
160	71
160	71
200	93
375	190
445	230
72	22.2
50	10.0
53	11.7
72	22.2
36	2
42.9	23.8
64.8	36
82	27.8
94	34.4
82	27.8
11	6
72	40
-58	-50
500	260
77	25
18	10
39	4
39	4
400	200
212	100
212	100
63	17.2
26.8	14.9
77	25
86	30
68	20
68	20
64	18
56	14
59	15
400	200
29.4	16.4
65	18.3
59	15.0
65	18.3
135	57
105	40
375	190
68	20
68	20
67	19.4
65	18.3
66	18.9
66	18.9
67	19.4
65	18.3
81	27.2
67	19.4
104	40
104	40
104	40
104	40
104	40
72	22
+400	204
350	177
375	190
350	180
375	190
46	8
2600	1427
63	17.2
58	14.4
63	17.2
33.4	18.6
325	165
375	190
30	-1.1
31	-0.6
24	-4.4
17	-8.3
22	-5.6
12	-11.1
17	-8.3
11	-11.7
14	-10.0
39	3.9
30	-1.1
350	180
77	25
77	25
48	8.9
49	9.4
46	7.8
40	4.4
37	2.8
39	3.9
42	5.6
48	8.9
385	197
73	37.6
165	73.9
64	18
104	40
72	22
48.6	27
103	39.4
79	26.1
103	39.4
194	90
1600	870
1800	980
535	280
450	232
347	175
1100	600
500	260
122	50
200	93
77	25
77	25
325	160
95	35
99	37
80.6	27
1500	900
1500	900
2797	1536
2282	1250
1292	700
122	50
482	250
0	18
98.9	37.2
67	19.4
46	7.8
67	19.4
68	20.0
200	70
425	220
84	28.9
71	21.7
70	21.1
69	20.6
130	54
1832	1000
86	30
46	8
86	30
16.7	9.3
185	85
0	-18
1.3	0.7
95	35
350	180
131	55
390	200
95	35
82	28
82	28
375	190
1562	850
350	175
350	180
350	180
350	180
350	175
60	30
110	43
37	2.8
37	2.8
32	0.0
38	3.3
38	3.3
60	15.6
37	2.8
28.5	-1.9
+400	204
60	15.6
38	3.3
39	3.9
60	15.6
400	200
212	100
300	150
64	17.8
63	17.2
64	17.8
63	17.2
62	16.7
62	16.7
63	17.2
62	16.7
64	17.8
72	22.2
64	17.8
122	50
122	50
90	33
92	33
80	27
100	37.8
200	93.3
1022	550
-40	-40
175	79
350	175
350	175
350	175
79	26
82	28
72	22
2100	1150
140	60
104	40
167	75
500	260
500	260
60	15.6
85	29.4
68	20
81	27
50	10
50	10
400	200
400	200
300	150
350	180
375	190
3.6	2
50	10.0
42	5.6
63	17.2
50	10.0
95	35
400	200
950	510
37	2.8
35	1.7
37	2.8
39	3.9
36	2.2
36	2.2
37	2.8
60	15
95	35
99	37
325	175
43	6.1
56	13.3
43	6.1
-40	-40
212	100
15.1	8.4
350	175
212	100
392	200
350	175
108	42
320	160
149	+65
350	175
375	190
840	450
840	450
483	250
192	89
55	13
350	176
-40	-40
78	26
40	4.4
49	9.4
40	4.4
325	160
225	110
122	+50
64	18
400	205
375	190
170	77
325	163
350	175
48	9
29	-2
325	160
400	200
350	180
-328	-200
1800	1000
53	11.7
44	6.7
53	11.7
1	0.5
77	25
77	25
77	25
68	20
59	15
51.3	10.7
932	0.1
