78	172
15	59
91	196
494	921
512	954
118	244
183	361
526	979
180	356
128	262
145	293
183	361
477	891
200	392
505	941
429	804
376	709
153	307
81	178
233	451
315	599
507	945
19	66
131	268
74	165
194	381
126	259
43	109
248	478
528	982
89	192
346	655
135	275
512	954
283	541
355	671
81	178
307	585
279	534
9	48
200	392
208	406
17	63
464	867
167	333
32	90
351	664
74	165
293	559
25	77
194	381
232	450
71	160
186	367
93	199
232	450
486	907
31	88
322	612
19	66
459	858
162	324
166	331
31	88
120	248
143	289
3	37
445	833
505	941
341	646
127	261
271	520
104	219
153	307
176	349
382	720
118	244
441	826
87	189
295	563
407	765
406	763
421	790
253	487
450	842
126	259
202	396
384	723
454	849
498	928
320	608
171	340
337	639
91	196
301	574
350	662
128	262
533	991
56	133
237	459
