328	622.4
941	1725.8
476	888.8
230	446.0
577	1070.6
64	147.2
528	982.4
964	1767.2
204	399.2
491	915.8
318	604.4
434	813.2
911	1671.8
890	1634.0
190	374.0
481	897.8
405	761.0
230	446.0
186	366.8
579	1074.2
127	260.6
370	698.0
101	213.8
197	386.6
961	1761.8
965	1769.0
86	186.8
638	1180.4
45	113.0
508	946.4
436	816.8
932	1709.6
213	415.4
511	951.8
891	1635.8
821	1509.8
986	1806.8
446	834.8
953	1747.4
464	867.2
866	1590.8
684	1263.2
135	275.0
525	977.0
299	570.2
287	548.6
389	732.2
620	1148.0
184	363.2
901	1653.8
867	1592.6
557	1034.6
970	1778.0
984	1803.2
786	1446.8
705	1301.0
435	815.0
982	1799.6
911	1671.8
12	53.6
315	599.0
171	339.8
140	284.0
198	388.4
561	1041.8
481	897.8
555	1031.0
910	1670.0
4	39.2
468	874.4
243	469.4
584	1083.2
539	1002.2
122	251.6
965	1769.0
97	206.6
224	435.2
647	1196.6
919	1686.2
130	266.0
605	1121.0
597	1106.6
487	908.6
555	1031.0
304	579.2
933	1711.4
249	480.2
769	1416.2
596	1104.8
796	1464.8
381	717.8
441	825.8
89	192.2
621	1149.8
169	336.2
768	1414.4
97	206.6
86	186.8
79	174.2
123	253.4
