328	490.2
941	1348.4
476	697.4
230	353.0
577	838.8
64	120.6
528	770.2
964	1380.6
204	316.6
491	718.4
318	476.2
434	638.6
911	1306.4
890	1277.0
190	297.0
481	704.4
405	598.0
230	353.0
186	291.4
579	841.6
127	208.8
370	549.0
101	172.4
197	306.8
961	1376.4
965	1382.0
86	151.4
638	924.2
45	94.0
508	742.2
436	641.4
932	1335.8
213	329.2
511	746.4
891	1278.4
821	1180.4
986	1411.4
446	655.4
953	1365.2
464	680.6
866	1243.4
684	988.6
135	220.0
525	766.0
299	449.6
287	432.8
389	575.6
620	899.0
184	288.6
901	1292.4
867	1244.8
557	810.8
970	1389.0
984	1408.6
786	1131.4
705	1018.0
435	640.0
982	1405.8
911	1306.4
12	47.8
315	472.0
171	270.4
140	227.0
198	308.2
561	816.4
481	704.4
555	808.0
910	1305.0
4	36.6
468	686.2
243	371.2
584	848.6
539	785.6
122	201.8
965	1382.0
97	166.8
224	344.6
647	936.8
919	1317.6
130	213.0
605	878.0
597	866.8
487	712.8
555	808.0
304	456.6
933	1337.2
249	379.6
769	1107.6
596	865.4
796	1145.4
381	564.4
441	648.4
89	155.6
621	900.4
169	267.6
768	1106.2
97	166.8
86	151.4
79	141.6
123	203.2
