487	909
375	707
266	511
524	975
533	991
523	973
494	921
429	804
386	727
301	574
347	657
289	552
455	851
525	977
416	781
507	945
442	828
428	802
328	622
354	669
311	592
277	531
384	723
484	903
266	511
493	919
375	707
283	541
279	534
312	594
441	826
509	948
495	923
524	975
526	979
393	739
419	786
452	846
274	525
408	766
529	984
398	748
361	682
507	945
459	858
376	709
313	595
392	738
437	819
526	979
277	531
456	853
481	898
481	898
278	532
381	718
276	529
284	543
268	514
533	991
489	912
451	844
459	858
316	601
336	637
266	511
284	543
485	905
306	583
439	822
285	545
275	527
468	874
507	945
523	973
462	864
486	907
377	711
307	585
324	615
381	718
415	779
361	682
534	993
446	835
526	979
525	977
369	696
468	874
301	574
358	676
345	653
501	934
425	797
418	784
284	543
402	756
275	527
291	556
361	682
