931	1334.4
927	1328.8
714	1030.6
649	939.6
712	1027.8
615	892.0
899	1289.6
864	1240.6
583	847.2
877	1258.8
913	1309.2
541	788.4
642	929.8
643	931.2
771	1110.4
622	901.8
801	1152.4
534	778.6
715	1032.0
947	1356.8
837	1202.8
538	784.2
924	1324.6
939	1345.6
639	925.6
622	901.8
701	1012.4
532	775.8
963	1379.2
995	1424.0
689	995.6
737	1062.8
552	803.8
727	1048.8
988	1414.2
768	1106.2
731	1054.4
876	1257.4
793	1141.2
977	1398.8
544	792.6
738	1064.2
745	1074.0
937	1342.8
528	770.2
633	917.2
834	1198.6
701	1012.4
691	998.4
648	938.2
724	1044.6
925	1326.0
923	1323.2
943	1351.2
919	1317.6
923	1323.2
986	1411.4
566	823.4
624	904.6
905	1298.0
711	1026.4
573	833.2
633	917.2
641	928.4
964	1380.6
845	1214.0
843	1211.2
642	929.8
786	1131.4
606	879.4
809	1163.6
941	1348.4
783	1127.2
777	1118.8
623	903.2
716	1033.4
874	1254.6
757	1090.8
973	1393.2
774	1114.6
891	1278.4
919	1317.6
652	943.8
607	880.8
761	1096.4
881	1264.4
875	1256.0
889	1275.6
558	812.2
757	1090.8
842	1209.8
933	1337.2
673	973.2
689	995.6
915	1312.0
518	756.2
509	743.6
931	1334.4
952	1363.8
811	1166.4
